0.1,0.1,0.1,0.1,-1067.6,-0.5022,-0.5785,0.68482,0.64557,0.84799,0.68329,0.66533
0.1,0.1,0.1,0.2,-1114.3,-0.5138,-0.62557,0.68482,0.65365,0.87466,0.5678,0.60867
0.1,0.1,0.1,0.3,-1201,-0.53681,-0.66833,0.6858,0.63371,0.8784,0.48031,0.55333
0.1,0.1,0.1,0.4,-1320.4,-0.56904,-0.69089,0.68597,0.62322,0.88193,0.43132,0.52267
0.1,0.1,0.1,0.5,-1475.4,-0.60862,-0.87293,0.68597,0.5,NaN,0,0.238
0.1,0.1,0.1,0.6,-1675.1,-0.65372,-0.87293,0.68558,0.5,NaN,0,0.238
0.1,0.1,0.1,0.7,-1936.2,-0.70225,-0.87293,0.68513,0.5,NaN,0,0.238
0.1,0.1,0.1,0.8,-2282.6,-0.75049,-0.87293,0.68454,0.5,NaN,0,0.238
0.1,0.1,0.1,0.9,-2669.5,-0.78715,-0.87293,0.44361,0.5,NaN,0,0.238
0.1,0.1,0.2,0.1,-1003.6,-0.48969,-0.66633,0.68095,0.62776,0.86977,0.49081,0.556
0.1,0.1,0.2,0.2,-1057.2,-0.50453,-0.67725,0.68474,0.63258,0.88364,0.45844,0.54133
0.1,0.1,0.2,0.3,-1141.9,-0.52913,-0.69426,0.68554,0.62016,0.88043,0.4252,0.518
0.1,0.1,0.2,0.4,-1252.9,-0.56118,-0.76681,0.68577,0.58432,0.90402,0.25547,0.412
0.1,0.1,0.2,0.5,-1390.6,-0.59843,-0.87293,0.68555,0.5,NaN,0,0.238
0.1,0.1,0.2,0.6,-1556.3,-0.63809,-0.87293,0.68505,0.5,NaN,0,0.238
0.1,0.1,0.2,0.7,-1743.5,-0.67589,-0.87293,0.68171,0.5,NaN,0,0.238
0.1,0.1,0.2,0.8,-1919.2,-0.70512,-0.87293,0.45071,0.5,NaN,0,0.238
0.1,0.1,0.2,0.9,-2027.8,-0.72067,-0.87293,0.40435,0.5,NaN,0,0.238
0.1,0.1,0.3,0.1,-946.49,-0.47163,-0.63718,0.68095,0.64788,0.875,0.54506,0.594
0.1,0.1,0.3,0.2,-1000.4,-0.4878,-0.67922,0.68408,0.62794,0.87899,0.45757,0.53867
0.1,0.1,0.3,0.3,-1077.3,-0.51185,-0.69426,0.68545,0.62016,0.88043,0.4252,0.518
0.1,0.1,0.3,0.4,-1172.2,-0.54118,-0.7776,0.68572,0.57434,0.89865,0.23272,0.39533
0.1,0.1,0.3,0.5,-1281.4,-0.57287,-0.87293,0.68442,0.5,NaN,0,0.238
0.1,0.1,0.3,0.6,-1397.1,-0.60329,-0.87293,0.68132,0.5,NaN,0,0.238
0.1,0.1,0.3,0.7,-1503.5,-0.62833,-0.87293,0.44204,0.5,NaN,0,0.238
0.1,0.1,0.3,0.8,-1582.3,-0.64523,-0.87293,0.36838,0.5,NaN,0,0.238
0.1,0.1,0.3,0.9,-1628.6,-0.65445,-0.87293,0.43499,0.5,NaN,0,0.238
0.1,0.1,0.4,0.1,-893.93,-0.45234,-0.5785,0.68095,0.64557,0.84799,0.68329,0.66533
0.1,0.1,0.4,0.2,-942.9,-0.46787,-0.57677,0.68382,0.64688,0.84848,0.68591,0.66733
0.1,0.1,0.4,0.3,-1007,-0.48914,-0.65524,0.68527,0.63353,0.86963,0.51356,0.57067
0.1,0.1,0.4,0.4,-1080.6,-0.51337,-0.76114,0.68434,0.58519,0.89595,0.27122,0.42067
0.1,0.1,0.4,0.5,-1157.6,-0.53759,-0.87293,0.68132,0.5,NaN,0,0.238
0.1,0.1,0.4,0.6,-1229.7,-0.55893,-0.87293,0.50865,0.5,NaN,0,0.238
0.1,0.1,0.4,0.7,-1288.9,-0.57541,-0.87293,0.36425,0.5,NaN,0,0.238
0.1,0.1,0.4,0.8,-1331.3,-0.58662,-0.87293,0.42292,0.5,NaN,0,0.238
0.1,0.1,0.4,0.9,-1358.8,-0.59345,-0.87293,0.43708,0.5,NaN,0,0.238
0.1,0.1,0.5,0.1,-848.14,-0.43507,-0.48785,0.68089,0.5,0.762,1,0.762
0.1,0.1,0.5,0.2,-888.09,-0.44807,-0.48785,0.68442,0.5,0.762,1,0.762
0.1,0.1,0.5,0.3,-936.83,-0.4648,-0.48785,0.68487,0.5,0.762,1,0.762
0.1,0.1,0.5,0.4,-989.04,-0.48285,-0.48785,0.68151,0.5,0.762,1,0.762
0.1,0.1,0.5,0.5,-1039.7,-0.5,-0.48785,0.55771,0.5,0.762,1,0.762
0.1,0.1,0.5,0.6,-1084.4,-0.51467,-0.87293,0.36196,0.5,NaN,0,0.238
0.1,0.1,0.5,0.7,-1120.6,-0.52615,-0.87293,0.39453,0.5,NaN,0,0.238
0.1,0.1,0.5,0.8,-1147.9,-0.53449,-0.87293,0.4347,0.5,NaN,0,0.238
0.1,0.1,0.5,0.9,-1168,-0.54018,-0.87293,0.43738,0.5,NaN,0,0.238
0.1,0.1,0.6,0.1,-814.26,-0.42308,-0.48785,0.6817,0.5,0.762,1,0.762
0.1,0.1,0.6,0.2,-842.98,-0.43218,-0.48785,0.6846,0.5,0.762,1,0.762
0.1,0.1,0.6,0.3,-876.52,-0.44358,-0.48785,0.68148,0.5,0.762,1,0.762
0.1,0.1,0.6,0.4,-910.99,-0.45563,-0.48785,0.50808,0.5,0.762,1,0.762
0.1,0.1,0.6,0.5,-943.56,-0.46706,-0.48785,0.36192,0.5,0.762,1,0.762
0.1,0.1,0.6,0.6,-972.43,-0.47713,-0.49866,0.38294,0.50263,0.76298,0.97725,0.75133
0.1,0.1,0.6,0.7,-996.85,-0.48553,-0.55917,0.42648,0.49724,0.76084,0.86002,0.68733
0.1,0.1,0.6,0.8,-1017.1,-0.49226,-0.58138,0.43521,0.54514,0.78393,0.76815,0.662
0.1,0.1,0.6,0.9,-1034.2,-0.4974,-0.57908,0.43741,0.54689,0.7847,0.77165,0.66467
0.1,0.1,0.7,0.1,-801.83,-0.41967,-0.48785,0.68353,0.5,0.762,1,0.762
0.1,0.1,0.7,0.2,-818.18,-0.42428,-0.48785,0.68181,0.5,0.762,1,0.762
0.1,0.1,0.7,0.3,-837.5,-0.43035,-0.48785,0.46142,0.5,0.762,1,0.762
0.1,0.1,0.7,0.4,-857.69,-0.43708,-0.48785,0.36192,0.5,0.762,1,0.762
0.1,0.1,0.7,0.5,-877.72,-0.44401,-0.48785,0.38139,0.5,0.762,1,0.762
0.1,0.1,0.7,0.6,-896.98,-0.45084,-0.49396,0.4231,0.5028,0.76303,0.986,0.756
0.1,0.1,0.7,0.7,-915.18,-0.45736,-0.52345,0.4326,0.50623,0.76445,0.92563,0.726
0.1,0.1,0.7,0.8,-932.4,-0.46333,-0.52978,0.43523,0.50282,0.76312,0.91601,0.71933
0.1,0.1,0.7,0.9,-949.48,-0.46841,-0.55678,0.43741,0.49995,0.76198,0.86264,0.69
0.1,0.1,0.8,0.1,-829.33,-0.42758,-0.48785,0.68465,0.5,0.762,1,0.762
0.1,0.1,0.8,0.2,-829.62,-0.42755,-0.48785,0.51695,0.5,0.762,1,0.762
0.1,0.1,0.8,0.3,-832.68,-0.42844,-0.48785,0.36414,0.5,0.762,1,0.762
0.1,0.1,0.8,0.4,-839.37,-0.43058,-0.48785,0.39301,0.5,0.762,1,0.762
0.1,0.1,0.8,0.5,-849.78,-0.43421,-0.48785,0.42261,0.5,0.762,1,0.762
0.1,0.1,0.8,0.6,-863.21,-0.4392,-0.49866,0.42625,0.50552,0.76406,0.97463,0.75133
0.1,0.1,0.8,0.7,-878.93,-0.44512,-0.52345,0.43263,0.50623,0.76445,0.92563,0.726
0.1,0.1,0.8,0.8,-896.72,-0.45138,-0.52726,0.43578,0.50746,0.76496,0.91689,0.722
0.1,0.1,0.8,0.9,-917.5,-0.4571,-0.54406,0.43741,0.49661,0.76063,0.89239,0.704
0.1,0.1,0.9,0.1,-942.45,-0.44766,-0.48785,0.53475,0.5,0.762,1,0.762
0.1,0.1,0.9,0.2,-904.28,-0.44193,-0.48785,0.37916,0.5,0.762,1,0.762
0.1,0.1,0.9,0.3,-881.02,-0.43784,-0.48785,0.4031,0.5,0.762,1,0.762
0.1,0.1,0.9,0.4,-873.15,-0.43707,-0.48785,0.42271,0.5,0.762,1,0.762
0.1,0.1,0.9,0.5,-876.86,-0.43982,-0.48785,0.42648,0.5,0.762,1,0.762
0.1,0.1,0.9,0.6,-889.17,-0.44556,-0.52536,0.4323,0.50781,0.76509,0.92038,0.724
0.1,0.1,0.9,0.7,-908.24,-0.45338,-0.54528,0.43263,0.50344,0.76342,0.88364,0.70267
0.1,0.1,0.9,0.8,-933.38,-0.46198,-0.57155,0.43594,0.50057,0.76225,0.83027,0.67333
0.1,0.1,0.9,0.9,-966.91,-0.4697,-0.57908,0.43594,0.54689,0.7847,0.77165,0.66467
0.1,0.2,0.1,0.1,-985.12,-0.47971,-0.57677,0.68432,0.64688,0.84848,0.68591,0.66733
0.1,0.2,0.1,0.2,-1032.7,-0.49148,-0.57446,0.6856,0.64863,0.84914,0.68941,0.67
0.1,0.2,0.1,0.3,-1119.7,-0.51516,-0.62183,0.68563,0.65671,0.87583,0.57393,0.61333
0.1,0.2,0.1,0.4,-1238.8,-0.54864,-0.66833,0.68584,0.63371,0.8784,0.48031,0.55333
0.1,0.2,0.1,0.5,-1392.7,-0.58999,-0.87293,0.68555,0.5,NaN,0,0.238
0.1,0.2,0.1,0.6,-1590.7,-0.63732,-0.87293,0.68532,0.5,NaN,0,0.238
0.1,0.2,0.1,0.7,-1850.4,-0.68868,-0.87293,0.68494,0.5,NaN,0,0.238
0.1,0.2,0.1,0.8,-2203.8,-0.74127,-0.87293,0.68223,0.5,NaN,0,0.238
0.1,0.2,0.1,0.9,-2669.5,-0.78715,-0.87293,0.38452,0.5,NaN,0,0.238
0.1,0.2,0.2,0.1,-921.96,-0.46399,-0.5785,0.68361,0.64557,0.84799,0.68329,0.66533
0.1,0.2,0.2,0.2,-973.86,-0.47856,-0.62397,0.68444,0.65496,0.87517,0.57043,0.61067
0.1,0.2,0.2,0.3,-1057.8,-0.5037,-0.62397,0.68556,0.65496,0.87517,0.57043,0.61067
0.1,0.2,0.2,0.4,-1168.7,-0.53725,-0.73121,0.6853,0.60775,0.8993,0.33596,0.46533
0.1,0.2,0.2,0.5,-1308,-0.57713,-0.87293,0.68451,0.5,NaN,0,0.238
0.1,0.2,0.2,0.6,-1480,-0.62096,-0.87293,0.68267,0.5,NaN,0,0.238
0.1,0.2,0.2,0.7,-1687.9,-0.6655,-0.87293,0.68032,0.5,NaN,0,0.238
0.1,0.2,0.2,0.8,-1919.2,-0.70512,-0.87293,0.37595,0.5,NaN,0,0.238
0.1,0.2,0.2,0.9,-2110.8,-0.73141,-0.87293,0.37125,0.5,NaN,0,0.238
0.1,0.2,0.3,0.1,-872.41,-0.44705,-0.57677,0.68353,0.64688,0.84848,0.68591,0.66733
0.1,0.2,0.3,0.2,-923.95,-0.4625,-0.62075,0.68513,0.65373,0.8722,0.57918,0.61467
0.1,0.2,0.3,0.3,-1001.5,-0.48726,-0.62236,0.6851,0.65339,0.87268,0.57568,0.61267
