0.064,0.293,0.012,0.275,-1.9557e+05,-0.47829,-0.59023,0.67226,0.65217,0.61694,0.79277,0.65163
0.064,0.293,0.012,0.295,-1.941e+05,-0.47611,-0.59013,0.67226,0.6523,0.6169,0.79363,0.65175
0.064,0.293,0.012,0.315,-1.9304e+05,-0.47444,-0.59014,0.67225,0.65229,0.61678,0.79422,0.65174
0.064,0.293,0.012,0.335,-1.9237e+05,-0.4733,-0.59013,0.67225,0.6523,0.61679,0.79424,0.65175
0.064,0.293,0.012,0.355,-1.9206e+05,-0.47269,-0.59046,0.67225,0.65189,0.61755,0.78802,0.65136
0.064,0.293,0.012,0.375,-1.921e+05,-0.47262,-0.59046,0.67225,0.65189,0.61755,0.78802,0.65136
0.064,0.293,0.012,0.395,-1.9248e+05,-0.4731,-0.59046,0.67225,0.65189,0.61755,0.78802,0.65136
0.064,0.293,0.012,0.415,-1.9318e+05,-0.47413,-0.5915,0.67225,0.65061,0.61899,0.77389,0.65013
0.064,0.293,0.012,0.435,-1.9421e+05,-0.4757,-0.5915,0.67225,0.65061,0.61899,0.77389,0.65013
0.064,0.293,0.012,0.455,-1.9557e+05,-0.47782,-0.59166,0.67225,0.65041,0.61928,0.77137,0.64994
0.064,0.293,0.012,0.475,-1.9725e+05,-0.48048,-0.59249,0.67224,0.64939,0.61987,0.7632,0.64895
0.064,0.293,0.032,0.275,-1.942e+05,-0.47689,-0.59097,0.67227,0.65126,0.61812,0.78178,0.65075
0.064,0.293,0.032,0.295,-1.9287e+05,-0.47493,-0.59089,0.67227,0.65135,0.618,0.78291,0.65084
0.064,0.293,0.032,0.315,-1.9192e+05,-0.47346,-0.5918,0.67226,0.65024,0.61932,0.77028,0.64977
0.064,0.293,0.032,0.335,-1.9133e+05,-0.4725,-0.5918,0.67226,0.65024,0.61932,0.77028,0.64977
0.064,0.293,0.032,0.355,-1.911e+05,-0.47207,-0.59178,0.67226,0.65026,0.61932,0.77041,0.6498
0.064,0.293,0.032,0.375,-1.912e+05,-0.47216,-0.59178,0.67226,0.65026,0.61932,0.77041,0.6498
0.064,0.293,0.032,0.395,-1.9162e+05,-0.47278,-0.59191,0.67226,0.6501,0.61945,0.76891,0.64964
0.064,0.293,0.032,0.415,-1.9236e+05,-0.47393,-0.59243,0.67226,0.64947,0.61975,0.7642,0.64903
0.064,0.293,0.032,0.435,-1.9341e+05,-0.47562,-0.59257,0.67225,0.6493,0.61994,0.76236,0.64886
0.064,0.293,0.032,0.455,-1.9478e+05,-0.47783,-0.59507,0.67225,0.64626,0.62069,0.74316,0.64589
0.064,0.293,0.032,0.475,-1.9647e+05,-0.48058,-0.6072,0.67224,0.63142,0.62265,0.65934,0.63131
0.064,0.293,0.052,0.275,-1.9341e+05,-0.47603,-0.59222,0.67227,0.64973,0.61965,0.766,0.64928
0.064,0.293,0.052,0.295,-1.9215e+05,-0.47421,-0.5922,0.67227,0.64976,0.61964,0.76618,0.6493
0.064,0.293,0.052,0.315,-1.9128e+05,-0.47287,-0.59215,0.67226,0.64982,0.61967,0.76636,0.64936
0.064,0.293,0.052,0.335,-1.9075e+05,-0.47203,-0.59213,0.67226,0.64984,0.61968,0.76643,0.64939
0.064,0.293,0.052,0.355,-1.9056e+05,-0.4717,-0.59264,0.67226,0.64921,0.61998,0.76172,0.64878
0.064,0.293,0.052,0.375,-1.9069e+05,-0.47188,-0.59264,0.67226,0.64921,0.61998,0.76172,0.64878
0.064,0.293,0.052,0.395,-1.9114e+05,-0.47258,-0.59264,0.67226,0.64921,0.61998,0.76172,0.64878
0.064,0.293,0.052,0.415,-1.9189e+05,-0.4738,-0.59478,0.67226,0.64662,0.62054,0.7457,0.64623
0.064,0.293,0.052,0.435,-1.9295e+05,-0.47554,-0.59519,0.67227,0.64613,0.62067,0.74258,0.64575
0.064,0.293,0.052,0.455,-1.9432e+05,-0.47781,-0.6026,0.67225,0.63708,0.62203,0.69049,0.63687
0.064,0.293,0.052,0.475,-1.96e+05,-0.48059,-0.61479,0.67222,0.62197,0.62373,0.60772,0.62203
0.064,0.293,0.072,0.275,-1.9291e+05,-0.47543,-0.59279,0.67228,0.64904,0.61993,0.76108,0.6486
0.064,0.293,0.072,0.295,-1.9172e+05,-0.47371,-0.59279,0.67229,0.64904,0.61993,0.76108,0.6486
0.064,0.293,0.072,0.315,-1.909e+05,-0.47247,-0.59273,0.67228,0.6491,0.61995,0.76129,0.64867
0.064,0.293,0.072,0.335,-1.9041e+05,-0.47171,-0.59272,0.67227,0.64912,0.61995,0.76137,0.64868
0.064,0.293,0.072,0.355,-1.9025e+05,-0.47145,-0.59271,0.67226,0.64913,0.61995,0.76143,0.6487
0.064,0.293,0.072,0.375,-1.904e+05,-0.47169,-0.5927,0.67226,0.64914,0.61996,0.76147,0.64871
0.064,0.293,0.072,0.395,-1.9086e+05,-0.47244,-0.59488,0.67227,0.64651,0.62051,0.74532,0.64612
0.064,0.293,0.072,0.415,-1.9163e+05,-0.4737,-0.59525,0.67227,0.64605,0.62068,0.74216,0.64568
0.064,0.293,0.072,0.435,-1.9269e+05,-0.47547,-0.60161,0.67217,0.63829,0.62179,0.69769,0.63806
0.064,0.293,0.072,0.455,-1.9405e+05,-0.47776,-0.6085,0.67202,0.62981,0.62274,0.65089,0.62973
0.064,0.293,0.072,0.475,-1.9572e+05,-0.48056,-0.61894,0.67186,0.61677,0.62384,0.5814,0.61691
0.064,0.293,0.092,0.275,-1.9261e+05,-0.47502,-0.59292,0.67228,0.64888,0.61992,0.76029,0.64844
