0.618,0.154,0.02,0.02,-30038,-0.55874,-0.64057,0.54455,0.53255,0.25094,0.43006,0.58967
0.618,0.154,0.02,0.04,-29203,-0.56444,-0.65317,0.54335,0.53216,0.24853,0.45821,0.57337
0.618,0.154,0.02,0.06,-28479,-0.56651,-0.66526,0.54285,0.53276,0.24718,0.48848,0.55743
0.618,0.154,0.02,0.08,-27807,-0.56667,-0.68593,0.54158,0.52921,0.2422,0.52869,0.5295
0.618,0.154,0.02,0.1,-27191,-0.56565,-0.69596,0.53997,0.5307,0.24212,0.55775,0.51563
0.618,0.154,0.02,0.12,-26611,-0.56362,-0.6995,0.53748,0.52975,0.24118,0.56392,0.5107
0.618,0.154,0.02,0.14,-26046,-0.5606,-0.70024,0.5375,0.5293,0.24083,0.56452,0.50967
0.618,0.154,0.02,0.16,-25491,-0.55678,-0.70278,0.53676,0.52873,0.24025,0.56934,0.5061
0.618,0.154,0.02,0.18,-24950,-0.5524,-0.70621,0.53615,0.52875,0.23995,0.57808,0.50127
0.618,0.154,0.02,0.2,-24427,-0.54762,-0.71115,0.53531,0.52841,0.23932,0.58967,0.49427
0.618,0.154,0.02,0.22,-23923,-0.54254,-0.67853,0.53397,0.51667,0.23415,0.47553,0.5396
0.618,0.154,0.02,0.24,-23437,-0.53719,-0.68605,0.53276,0.51536,0.23272,0.49029,0.52933
0.618,0.154,0.02,0.26,-22965,-0.53159,-0.68666,0.53245,0.5151,0.2325,0.49104,0.5285
0.618,0.154,0.02,0.28,-22505,-0.52577,-0.69222,0.53108,0.51394,0.23138,0.50158,0.52083
0.618,0.154,0.02,0.3,-22055,-0.51974,-0.69402,0.53028,0.51363,0.23108,0.5052,0.51833
0.618,0.154,0.02,0.32,-21615,-0.51352,-0.69402,0.52939,0.51363,0.23108,0.5052,0.51833
0.618,0.154,0.02,0.34,-21185,-0.50719,-0.69402,0.52842,0.51363,0.23108,0.5052,0.51833
0.618,0.154,0.02,0.36,-20767,-0.50077,-0.69402,0.52783,0.51363,0.23108,0.5052,0.51833
0.618,0.154,0.02,0.38,-20361,-0.49434,-0.69402,0.5271,0.51363,0.23108,0.5052,0.51833
0.618,0.154,0.02,0.4,-19968,-0.48793,-0.69402,0.52611,0.51363,0.23108,0.5052,0.51833
0.618,0.154,0.02,0.42,-19590,-0.48158,-0.69402,0.52546,0.51363,0.23108,0.5052,0.51833
