resources,learns,forgets
page_view,0.00316103708721816,0.0152341205042531
video_play,0.0495668169870245,0.961307300859619
page_close,0.0187799896113336,0.300932676290603
video_pause,0.0236510702522383,0.633108672876464
problem_view,0.000953259036487174,0.00810947145686656
problem_check,0.0484510173913322,0.258073306475536
wiki_view,0.187858883535904,0.000206069072629908
forum_search,0.574733131582819,7.84197761870722e-11
