resources,learns,forgets
page_view,0.0321818808329743,0.165784891118648
video_play,0.0846122919053339,0.32301147546464
page_close,0.00746492363256292,0.33119127968885
video_pause,0.165136125001613,0.335666906917533
seq_goto,0.99564121573544,0.000201523644422114
problem_view,0.0708535936537557,6.86514649470774e-09
problem_check,0.0464179675351165,4.63875379505238e-07
seq_next,0.999996270480419,0.000735426724575451
seq_prev,0.0891312186645997,0.00290976148645771
